Type	Chromosome	Start	End	-log10(q-value)	G-score	average amplitude	frequency
Del	10	49977746	53783500	0.296276	0.055824	0.302781	0.125000
Del	10	53793416	53793416	0.372585	0.059207	0.302725	0.140625
Del	10	56851396	56851396	2.254991	0.174239	0.339234	0.125000
Del	10	60277549	63749980	3.077081	0.218222	0.356290	0.156250
Del	10	63759965	68050521	3.077081	0.221605	0.363966	0.359375
Del	10	68821572	70333053	2.581486	0.191155	0.265816	0.125000
Del	10	70342888	70451068	0.075644	0.023683	0.322715	0.125000
Del	10	71539581	71539581	0.143646	0.030450	0.322715	0.125000
Del	10	86028579	88681365	0.976528	0.104882	0.346084	0.156250
Del	10	88683414	89624266	2.051148	0.164089	0.362501	0.234375
Del	10	89633436	89715967	1.994149	0.162398	0.445444	0.250000
Del	10	89725137	90918714	2.056290	0.164089	0.445444	0.250000
Del	10	95374469	103249036	1.627263	0.145481	0.377174	0.218750
Del	10	103259036	103609021	1.295837	0.125181	0.416355	0.218750
Del	10	103619020	103809012	1.268163	0.123490	0.416355	0.218750
Del	10	103819012	104009004	1.295837	0.125181	0.416355	0.218750
Del	10	104019004	104138998	1.286103	0.123490	0.416355	0.218750
Del	10	104148998	104248994	1.295837	0.125181	0.416355	0.218750
Del	10	104258993	105517162	1.564855	0.140406	0.416355	0.218750
Del	10	108316062	108316062	1.412122	0.131948	0.383024	0.187500
Del	10	108326010	108932855	0.616192	0.076124	0.383024	0.187500
Del	10	108942803	114710610	2.024669	0.164089	0.383024	0.187500
Del	10	114710999	117807881	1.820839	0.153939	0.454042	0.187500
Del	10	117816832	119748223	0.275494	0.054133	0.395073	0.156250
Del	10	119758199	120955396	-0.000000	0.010150	0.352015	0.140625
Del	10	120965372	121124999	-0.000000	0.008458	0.352015	0.140625
Del	10	121134975	121144952	-0.000000	0.010150	0.352015	0.140625
Del	10	121154929	121224765	-0.000000	0.008458	0.352015	0.140625
Del	10	121234742	122292265	-0.000000	0.010150	0.352015	0.140625
Del	10	122302242	127251099	0.017046	0.016916	0.352015	0.140625
Del	10	127261095	127700922	-0.000000	0.008458	0.354049	0.140625
Del	10	127710918	128080773	-0.000000	0.006767	0.354049	0.140625
Del	10	128090770	128210723	-0.000000	0.008458	0.354049	0.140625
Del	10	128220719	134199067	0.031934	0.018608	0.354049	0.140625
Del	11	532696	7256261	0.745079	0.084582	0.352843	0.234375
Del	11	7266201	7494813	0.690618	0.082890	0.352843	0.234375
Del	11	7504753	7534571	0.740939	0.084582	0.352843	0.234375
Del	11	7544511	7604149	0.710739	0.082890	0.352843	0.234375
Del	11	7614089	8832788	0.730737	0.084582	0.352843	0.234375
Del	11	8842513	8842513	0.712623	0.082890	0.368840	0.218750
Del	11	8852239	12293925	0.745079	0.084582	0.368840	0.218750
Del	11	12303853	12383278	0.151358	0.033833	0.298694	0.187500
Del	11	12393207	12969042	0.147326	0.032141	0.298694	0.187500
Del	11	12978970	15511590	0.156797	0.033833	0.298694	0.187500
Del	11	17734061	18616120	-0.000000	0.006767	0.279265	0.125000
Del	11	18626119	30098650	-0.000000	0.001692	0.294541	0.109375
Del	11	30254550	39878822	0.157303	0.035524	0.294541	0.109375
Del	11	39886598	42198510	0.176286	0.038908	0.302625	0.125000
Del	11	42208510	44338383	0.029933	0.018608	0.280502	0.125000
Del	11	44348382	61213478	0.162849	0.035524	0.280502	0.125000
Del	11	62789131	64133431	0.644061	0.077815	0.262124	0.125000
Del	11	64138854	67196056	0.745079	0.086274	0.298757	0.171875
Del	11	67196473	68758509	0.192302	0.040599	0.218998	0.125000
Del	11	69069538	69512061	-0.000000	0.010150	0.220511	0.078125
Del	11	69518081	69631140	-0.000000	0.001692	0.187977	0.062500
Del	11	69633592	82999984	0.162849	0.037216	0.187977	0.062500
Del	11	83009955	83259220	1.213207	0.118415	0.407405	0.328125
Del	11	83269191	86134958	1.235006	0.120106	0.407405	0.328125
Del	11	86144882	86323510	2.249153	0.172547	0.454520	0.343750
Del	11	86333434	94153319	2.290350	0.175931	0.454520	0.343750
Del	11	94163115	94188146	2.253698	0.174239	0.470403	0.390625
Del	11	94196489	94204833	2.290350	0.175931	0.470403	0.390625
Del	11	94209512	94906462	2.253698	0.174239	0.471290	0.375000
Del	11	94908734	99322321	1.957828	0.160706	0.471720	0.375000
Del	11	100850202	100996814	2.302698	0.177622	0.462684	0.390625
Del	11	100998983	102098256	2.437320	0.186080	0.472969	0.406250
Del	11	102100552	108098388	2.890580	0.202997	0.456799	0.421875
Del	11	108107011	110097811	2.822530	0.199614	0.464910	0.500000
Del	11	110107776	110436622	1.920541	0.159014	0.453540	0.500000
Del	11	110446587	110586098	1.886831	0.157323	0.453540	0.500000
Del	11	110596063	111253756	1.934883	0.159014	0.453540	0.500000
Del	11	111263721	119077225	2.253461	0.172547	0.453540	0.500000
Del	11	119085911	121949139	1.185647	0.118415	0.457635	0.515625
Del	11	121959120	122508059	0.480744	0.069357	0.440093	0.500000
Del	11	122518040	122687712	0.475697	0.067666	0.440093	0.500000
Del	11	122697692	123526091	0.496377	0.069357	0.440093	0.500000
Del	11	123536072	126293077	0.957605	0.103190	0.440093	0.500000
Del	11	126303069	126842638	0.855074	0.096424	0.448689	0.515625
Del	11	126852630	128401393	0.962022	0.103190	0.448689	0.515625
Del	11	128411385	128461345	0.934269	0.101498	0.448689	0.515625
Del	11	128471337	130735847	0.962022	0.103190	0.448689	0.515625
Del	11	130745693	131041049	0.157623	0.035524	0.428051	0.500000
Del	11	131050894	132272709	0.150690	0.033833	0.428051	0.500000
Del	11	132282651	132819511	0.143646	0.032141	0.426966	0.484375
Del	11	132829452	133406079	0.113795	0.028758	0.426966	0.484375
Del	11	133416021	133495556	0.162849	0.035524	0.426966	0.484375
Del	12	394725	850860	0.934269	0.099807	0.411705	0.203125
Del	12	860776	1009516	0.892616	0.098115	0.411705	0.203125
Del	12	1019432	1040437	0.924305	0.099807	0.411705	0.203125
Del	12	1042183	1042183	1.209569	0.118415	0.411705	0.203125
Del	12	3001344	11664178	1.329507	0.128565	0.411705	0.203125
Del	12	11803078	11803078	1.295837	0.123490	0.396003	0.234375
Del	12	11812384	12051318	1.240274	0.121798	0.396003	0.234375
Del	12	12061178	12865061	1.284510	0.123490	0.404938	0.250000
Del	12	12871011	13685816	0.865217	0.096424	0.359584	0.250000
Del	12	16394848	18219410	0.316033	0.055824	0.349898	0.203125
Del	12	18229287	18249041	0.217980	0.042291	0.342203	0.203125
Del	12	18258918	18791007	0.745079	0.086274	0.342203	0.203125
Del	12	18800886	20290667	0.787806	0.089657	0.419188	0.203125
Del	12	21591921	21633478	0.316033	0.055824	0.388283	0.187500
Del	12	21642987	23668345	0.153226	0.033833	0.388283	0.187500
Del	12	23678344	31947961	-0.000000	0.001692	0.361744	0.187500
Del	12	31957361	40763973	0.113795	0.027066	0.284892	0.171875
Del	12	43131131	49449083	0.166365	0.037216	0.245866	0.109375
Del	12	50412911	55215314	0.237678	0.045674	0.242258	0.156250
Del	12	55427311	57857525	0.157303	0.033833	0.234137	0.156250
Del	12	57857828	58814968	0.109876	0.027066	0.245141	0.125000
Del	12	60263226	67650245	0.031934	0.018608	0.216669	0.125000
Del	12	67660204	81164017	-0.000000	0.001692	0.172517	0.109375
Del	12	91237920	93380011	-0.000000	0.006767	0.172289	0.125000
Del	12	93389998	93759509	-0.000000	0.003383	0.170740	0.140625
Del	12	93769495	97347894	-0.000000	0.006767	0.170740	0.140625
Del	12	97357890	104975209	0.220616	0.043983	0.170740	0.140625
Del	12	104985207	105185168	0.113795	0.028758	0.216028	0.140625
Del	12	105195166	107154784	0.046134	0.020300	0.216028	0.140625
Del	12	107164782	109901051	0.126010	0.028758	0.216028	0.140625
Del	12	109911036	117838929	0.363933	0.059207	0.219007	0.156250
Del	12	120535113	121182155	0.274747	0.052441	0.263498	0.171875
Del	12	121192031	121350048	0.268697	0.050749	0.263498	0.171875
Del	12	121359924	133263871	0.273372	0.052441	0.263498	0.171875
Del	13	21004738	21123820	0.934269	0.099807	0.328108	0.484375
Del	13	21133744	21262749	0.901133	0.098115	0.328108	0.484375
Del	13	21272673	21352061	0.929274	0.099807	0.328108	0.484375
Del	13	21361984	21481066	0.901133	0.098115	0.328108	0.484375
Del	13	21490990	21610072	2.253461	0.172547	0.328108	0.484375
Del	13	21619995	25724224	2.259821	0.174239	0.328108	0.484375
Del	13	25734185	25933409	1.412122	0.131948	0.348505	0.468750
Del	13	25943370	26600810	1.269061	0.123490	0.348505	0.468750
Del	13	26610772	26809996	1.412122	0.131948	0.348505	0.468750
Del	13	26819957	26975682	1.346624	0.130256	0.348505	0.468750
Del	13	26978156	28578250	1.415409	0.131948	0.336573	0.500000
Del	13	28583797	28877405	1.376694	0.130256	0.315305	0.468750
Del	13	28886741	28924086	0.215378	0.042291	0.312866	0.468750
Del	13	28933422	29059684	0.219083	0.043983	0.312866	0.468750
Del	13	29068949	32537388	0.641896	0.077815	0.316793	0.453125
Del	13	32547375	32737135	1.361783	0.130256	0.333019	0.468750
Del	13	32747122	33833810	1.590801	0.142098	0.333019	0.468750
Del	13	33843709	33863506	1.066743	0.109957	0.362980	0.500000
Del	13	33873404	34259446	0.962022	0.104882	0.362980	0.500000
Del	13	34269344	41112172	2.334406	0.179314	0.362980	0.500000
Del	13	41122136	41241705	2.302698	0.177622	0.387448	0.546875
Del	13	41251669	41391167	2.334406	0.179314	0.387448	0.546875
Del	13	41401131	41470880	2.293841	0.177622	0.387448	0.546875
Del	13	41480844	41560557	2.334406	0.179314	0.387448	0.546875
Del	13	41570521	41600413	2.312623	0.177622	0.387448	0.546875
Del	13	41610378	43579958	2.334406	0.179314	0.387448	0.546875
Del	13	43589937	43769562	2.312623	0.177622	0.384098	0.562500
Del	13	43779541	44208643	2.230370	0.172547	0.384098	0.562500
Del	13	44218622	44368308	2.160993	0.169164	0.384098	0.562500
Del	13	44378288	45056867	2.331940	0.179314	0.384098	0.562500
Del	13	45066847	45136700	2.290350	0.177622	0.384098	0.562500
Del	13	45146679	45675573	2.334406	0.179314	0.384098	0.562500
Del	13	45685552	45755406	2.290350	0.175931	0.384098	0.562500
Del	13	45765385	45775364	2.334406	0.179314	0.384098	0.562500
Del	13	45785343	45865176	2.290350	0.175931	0.384098	0.562500
Del	13	45875155	46523797	2.334406	0.179314	0.384098	0.562500
Del	13	46533777	46613609	2.312623	0.177622	0.384098	0.562500
Del	13	46623589	46763296	2.330826	0.179314	0.384098	0.562500
Del	13	46773275	48878117	2.548522	0.189464	0.384098	0.562500
Del	13	48887955	48966659	2.446503	0.186080	0.392228	0.562500
Del	13	48976497	49025687	2.542655	0.189464	0.392228	0.562500
Del	13	49035525	49045363	2.446503	0.186080	0.392228	0.562500
Del	13	49055201	49114228	2.518927	0.189464	0.392228	0.562500
Del	13	49124066	54073469	2.884314	0.201305	0.392228	0.562500
Del	13	55384646	55384646	1.666916	0.147173	0.385260	0.546875
Del	13	67591727	67591727	1.345975	0.128565	0.368486	0.546875
Del	13	67601717	69419865	1.295837	0.125181	0.368486	0.546875
Del	13	69429855	70259011	0.957605	0.103190	0.368486	0.546875
Del	13	70269001	70668594	0.892616	0.098115	0.368486	0.546875
Del	13	70678583	71997241	0.954880	0.103190	0.368486	0.546875
Del	13	72007230	72446783	0.887412	0.098115	0.368486	0.546875
Del	13	72456773	75798276	0.957605	0.103190	0.368486	0.546875
Del	13	75808232	75848056	0.458154	0.065974	0.352480	0.546875
Del	13	75858011	76057128	0.426098	0.064282	0.352480	0.546875
Del	13	76067084	76186554	0.456634	0.065974	0.352480	0.546875
Del	13	76196510	76315980	0.416648	0.064282	0.352480	0.546875
Del	13	76325936	80891432	0.437718	0.065974	0.352480	0.546875
Del	13	80901431	86381357	-0.000000	0.001692	0.336845	0.531250
Del	13	86391357	92031854	0.100264	0.025375	0.336845	0.531250
Del	13	92041845	93520552	0.022857	0.018608	0.348172	0.546875
Del	13	93530543	96897256	0.100264	0.025375	0.348172	0.546875
Del	13	96907255	97497202	0.066491	0.021991	0.348220	0.531250
Del	13	97507201	98907074	0.100264	0.025375	0.348220	0.531250
Del	13	98917073	99087058	0.083258	0.023683	0.348220	0.531250
Del	13	99097057	100246953	0.094884	0.025375	0.348220	0.531250
Del	13	100256952	100276950	0.084598	0.023683	0.348220	0.531250
Del	13	100286949	100296948	0.100264	0.025375	0.348220	0.531250
Del	13	100306947	100556925	0.084598	0.023683	0.348220	0.531250
Del	13	100566924	100726909	0.099804	0.025375	0.348220	0.531250
Del	13	100736908	101166869	0.073335	0.023683	0.348220	0.531250
Del	13	101176869	101686822	0.100264	0.025375	0.348220	0.531250
Del	13	101696822	102076787	0.078251	0.023683	0.348220	0.531250
Del	13	102086786	103446920	0.086170	0.025375	0.348220	0.531250
Del	13	103456880	109237948	0.667668	0.081199	0.336139	0.531250
Del	13	109247901	109864991	0.586008	0.074432	0.357906	0.515625
Del	13	109874944	110790626	0.679817	0.081199	0.357906	0.515625
Del	13	110800579	111109124	0.654777	0.079507	0.357906	0.515625
Del	13	111119077	111119077	0.684897	0.081199	0.357906	0.515625
Del	14	20347564	25428272	-0.000000	0.001692	0.272508	0.156250
Del	14	25438250	30177823	0.015780	0.015225	0.272508	0.156250
Del	14	30187767	30386643	-0.000000	0.013533	0.226760	0.187500
Del	14	30396587	31504713	0.016122	0.015225	0.226760	0.187500
Del	14	31514666	32778718	-0.000000	0.006767	0.229548	0.156250
Del	14	32788671	32937968	-0.000000	0.003383	0.229548	0.156250
Del	14	32947921	32957875	-0.000000	0.006767	0.229548	0.156250
Del	14	32967828	33097219	-0.000000	0.003383	0.229548	0.156250
Del	14	33107172	38068061	-0.000000	0.006767	0.229548	0.156250
Del	14	38345849	65560456	-0.000000	0.001692	0.256618	0.156250
Del	14	65569040	73128983	0.046134	0.020300	0.320914	0.234375
Del	14	73138953	80471876	-0.000000	0.003383	0.347965	0.265625
Del	14	80952108	104146361	-0.000000	0.001692	0.371770	0.234375
Del	14	104540855	105906073	0.231185	0.043983	0.350987	0.234375
Del	15	26216370	26385628	1.623332	0.143789	0.466596	0.203125
Del	15	26395585	26923272	1.923046	0.159014	0.466596	0.203125
Del	15	26933228	33025361	1.982176	0.160706	0.466596	0.203125
Del	15	33033161	38525727	2.334406	0.181006	0.471800	0.218750
Del	15	38535565	39861842	1.623332	0.145481	0.451869	0.250000
Del	15	39871760	39891596	0.743032	0.084582	0.401099	0.234375
Del	15	39901515	40080044	0.700627	0.082890	0.401099	0.234375
Del	15	40089962	40655304	0.715191	0.084582	0.401099	0.234375
Del	15	40665223	42869017	0.758580	0.087965	0.401099	0.234375
Del	15	42878968	42998389	0.745079	0.086274	0.377379	0.250000
Del	15	43008341	43038196	0.762685	0.087965	0.377379	0.250000
Del	15	43048147	43406409	0.745079	0.086274	0.377379	0.250000
Del	15	43416361	45468626	0.753871	0.087965	0.377379	0.250000
Del	15	48073768	48073768	0.617107	0.076124	0.381147	0.187500
Del	15	48633092	55966642	0.543436	0.072741	0.351663	0.156250
Del	15	59502497	62266250	0.316033	0.055824	0.415698	0.156250
Del	15	63054439	63054439	0.241719	0.047366	0.435739	0.140625
Del	15	63064426	63903335	0.168068	0.038908	0.435739	0.140625
Del	15	63913322	64133037	0.164445	0.037216	0.435739	0.140625
Del	15	64143024	66190362	0.176286	0.038908	0.435739	0.140625
Del	15	66200349	66320193	0.162849	0.037216	0.435739	0.140625
Del	15	66330180	66340167	0.176286	0.038908	0.435739	0.140625
Del	15	66350154	66549895	0.162849	0.037216	0.435739	0.140625
Del	15	66559882	66649765	0.173942	0.038908	0.435739	0.140625
Del	15	66659752	67477134	0.304325	0.055824	0.435739	0.140625
Del	15	67482813	73992020	0.820609	0.093040	0.466285	0.140625
Del	15	73996169	76635692	0.162849	0.037216	0.370724	0.171875
Del	15	76645685	77185337	0.150690	0.033833	0.370724	0.171875
Del	15	77195331	77385208	0.164874	0.037216	0.370724	0.171875
Del	15	77395202	77505131	0.157303	0.035524	0.370724	0.171875
Del	15	77515125	77525118	0.166365	0.037216	0.370724	0.171875
Del	15	77535112	77695009	0.157303	0.035524	0.370724	0.171875
Del	15	77705002	77944848	0.162849	0.037216	0.370724	0.171875
Del	15	77954841	87255748	0.241719	0.045674	0.370724	0.171875
Del	15	87265690	88100848	0.219083	0.043983	0.348485	0.171875
Del	15	88110791	88509707	0.142800	0.030450	0.348485	0.171875
Del	15	88519692	88779292	0.143646	0.032141	0.328904	0.187500
Del	15	88789276	91290672	0.156797	0.033833	0.328904	0.187500
Del	15	91300350	95035670	0.028726	0.018608	0.367879	0.125000
Del	15	95045551	98674857	0.619509	0.076124	0.356238	0.140625
Del	15	99192858	99192858	0.480744	0.067666	0.458681	0.125000
Del	15	99202781	99311938	0.428300	0.064282	0.458681	0.125000
Del	15	99321861	99331785	0.480744	0.067666	0.458681	0.125000
Del	15	99341708	99490558	0.428300	0.064282	0.458681	0.125000
Del	15	99500481	99861618	0.480744	0.067666	0.458681	0.125000
Del	16	115072	3761323	-0.000000	0.001692	0.120975	0.031250
Del	16	3771040	7032454	0.113983	0.028758	0.120975	0.031250
Del	16	8382880	9857906	-0.000000	0.010150	0.167839	0.078125
Del	16	9867814	10264154	-0.000000	0.006767	0.167839	0.078125
Del	16	10274062	11350861	-0.000000	0.010150	0.167839	0.078125
Del	16	11352761	23614885	0.113795	0.027066	0.230691	0.078125
Del	16	23624278	30177664	0.021591	0.016916	0.215986	0.062500
Del	16	30187587	30981414	-0.000000	0.001692	0.206552	0.093750
Del	16	30991337	31011183	0.126803	0.028758	0.206552	0.093750
Del	16	31691912	56782249	1.581957	0.142098	0.261928	0.140625
Del	16	56787379	56787379	1.573087	0.140406	0.430138	0.453125
Del	16	56792509	61579583	1.585997	0.142098	0.430138	0.453125
Del	16	67063350	67645126	1.317015	0.126873	0.404594	0.453125
Del	16	67653978	68771343	0.892634	0.098115	0.393304	0.468750
Del	16	68780225	72821905	0.615590	0.076124	0.378170	0.453125
Del	16	72831393	72983197	0.498277	0.069357	0.382538	0.500000
Del	16	72992685	78785563	0.538241	0.071049	0.382538	0.500000
Del	16	78795528	79612665	0.455508	0.065974	0.392675	0.500000
Del	16	79622630	79642560	0.142800	0.030450	0.392675	0.500000
Del	16	79652526	81819691	0.855067	0.094732	0.392675	0.500000
Del	16	81829174	82113471	0.806156	0.093040	0.403295	0.500000
Del	16	85880425	85880425	0.743032	0.084582	0.390604	0.468750
Del	16	89250882	89297603	0.143646	0.030450	0.383840	0.484375
Del	16	89306947	89376800	0.241719	0.047366	0.383840	0.484375
Del	16	89386683	89396565	0.250303	0.049058	0.391759	0.500000
Del	16	89406447	89564564	0.241719	0.047366	0.391759	0.500000
Del	16	89574446	89791857	0.245955	0.049058	0.391759	0.500000
Del	16	89801739	89882984	0.429484	0.065974	0.391759	0.500000
Del	17	114669	6807091	-0.000000	0.001692	0.338939	0.406250
Del	17	6817086	7983433	0.995283	0.106573	0.339204	0.421875
Del	17	7990687	8693643	1.478754	0.137023	0.370584	0.453125
Del	17	8703616	8913053	0.793658	0.091349	0.361064	0.437500
Del	17	8923026	9152410	0.766056	0.089657	0.361064	0.437500
Del	17	9162383	9461578	0.756564	0.087965	0.361064	0.437500
Del	17	9471552	9940292	0.787806	0.091349	0.361064	0.437500
Del	17	9950265	10109836	0.762423	0.087965	0.361064	0.437500
Del	17	10119809	11127101	0.787806	0.091349	0.361064	0.437500
Del	17	11137074	11386404	0.765083	0.087965	0.361064	0.437500
Del	17	11396377	12043179	1.145271	0.115032	0.361064	0.437500
Del	17	12044521	12044521	1.185647	0.116723	0.364108	0.437500
Del	17	13964744	15935704	1.478754	0.135331	0.371103	0.453125
Del	17	15945343	17117070	1.415409	0.133640	0.377245	0.468750
Del	17	17122428	21809394	1.407975	0.131948	0.370677	0.453125
Del	17	29422358	30264403	1.380666	0.130256	0.308995	0.265625
Del	17	30267328	30696292	0.765083	0.089657	0.285204	0.250000
Del	17	31030716	31819598	0.745757	0.086274	0.294318	0.296875
Del	17	31889954	37618848	0.921687	0.099807	0.294318	0.296875
Del	17	37627919	37682343	0.722852	0.084582	0.299754	0.234375
Del	17	37687213	38504642	0.841518	0.094732	0.299754	0.234375
Del	17	38512370	40432362	1.134187	0.113340	0.311874	0.281250
Del	17	40442180	40495000	0.954880	0.103190	0.326283	0.281250
Del	17	40500471	45356561	1.198396	0.118415	0.326283	0.281250
Del	17	46801061	46802561	0.962022	0.103190	0.235209	0.187500
Del	17	46812061	50802507	0.143646	0.032141	0.235209	0.187500
Del	17	53367300	58206139	0.241719	0.047366	0.194767	0.203125
Del	17	58678012	58731689	0.113795	0.027066	0.177458	0.156250
Del	17	58740635	59932704	0.231061	0.043983	0.177458	0.156250
Del	17	59938854	63314191	0.365911	0.059207	0.180251	0.156250
Del	17	63526157	64938342	0.241719	0.047366	0.224902	0.187500
Del	17	66511629	66519067	0.031934	0.018608	0.199753	0.171875
Del	17	66526504	69889186	0.146987	0.032141	0.199753	0.171875
Del	17	70114461	70120106	0.126803	0.028758	0.234169	0.156250
Del	17	70122461	73774740	0.500689	0.069357	0.234169	0.156250
Del	17	73775192	74681435	0.313845	0.055824	0.247215	0.187500
Del	17	74690040	74724458	0.215152	0.042291	0.247215	0.187500
Del	17	74733062	78519511	0.934269	0.101498	0.247215	0.187500
Del	17	78529215	78948920	0.507002	0.071049	0.346773	0.171875
Del	17	78958888	80783009	0.589072	0.074432	0.346773	0.171875
Del	18	724528	9924617	0.086170	0.023683	0.218453	0.328125
Del	18	10151888	10441799	-0.000000	0.008458	0.202425	0.328125
Del	18	10451796	34803041	-0.000000	0.001692	0.202425	0.328125
Del	18	34813027	42288477	0.278915	0.054133	0.205117	0.328125
Del	18	42298460	42458181	0.273765	0.052441	0.210361	0.343750
Del	18	42468164	42777624	0.262074	0.050749	0.210361	0.343750
Del	18	42787606	44704264	-0.000000	0.001692	0.210361	0.343750
Del	18	44714246	45413027	0.020482	0.016916	0.210361	0.343750
Del	18	45423010	45423010	0.072681	0.021991	0.210361	0.343750
Del	18	46385291	48604732	0.108825	0.027066	0.222029	0.359375
Del	18	51274836	55344751	0.231185	0.043983	0.217026	0.390625
Del	18	55354693	55692731	0.219083	0.042291	0.229013	0.406250
Del	18	55702673	55702673	0.196801	0.040599	0.229013	0.406250
Del	18	55712615	56070538	0.196801	0.042291	0.229013	0.406250
Del	18	56080480	56130192	0.231185	0.043983	0.229013	0.406250
Del	18	56140134	56299211	0.219083	0.042291	0.229013	0.406250
Del	18	56309153	56414856	0.220616	0.043983	0.229013	0.406250
Del	18	57560561	60366391	0.454623	0.065974	0.229013	0.406250
Del	18	60376378	60965632	0.410709	0.064282	0.241988	0.406250
Del	18	60975620	61199950	0.456634	0.065974	0.241988	0.406250
Del	18	66080203	72326047	0.316033	0.055824	0.208068	0.390625
Del	18	72336036	72505850	0.288601	0.054133	0.222621	0.390625
Del	18	72515839	73820696	0.316033	0.055824	0.222621	0.390625
Del	18	73830636	74387299	0.175189	0.038908	0.209868	0.375000
Del	19	1207058	2219820	1.886831	0.155631	0.328710	0.500000
Del	19	2229788	4090651	2.185051	0.170856	0.328710	0.500000
Del	19	4098945	5206819	1.924780	0.159014	0.284802	0.437500
Del	19	5210753	5274283	1.231641	0.120106	0.307225	0.421875
Del	19	5286106	10244360	1.317015	0.128565	0.310708	0.406250
Del	19	10253093	10597411	1.102815	0.113340	0.336449	0.343750
Del	19	10607285	10617159	0.820609	0.093040	0.328170	0.343750
Del	19	10627032	13049539	0.456634	0.065974	0.328170	0.343750
Del	19	13054627	13519303	0.387050	0.060899	0.300575	0.296875
Del	19	14626867	15271999	0.073335	0.021991	0.283208	0.265625
Del	19	15281559	40721452	-0.000000	0.001692	0.293772	0.250000
Del	19	40731392	40761212	0.004774	0.013533	0.236671	0.234375
Del	19	40771152	41760161	0.269743	0.052441	0.236671	0.234375
Del	19	41765634	45854933	0.470876	0.067666	0.245414	0.250000
Del	19	45864365	47725067	0.265561	0.050749	0.237408	0.218750
Del	19	47727061	47731559	-0.000000	0.001692	0.237408	0.218750
Del	19	47735816	51775633	0.144624	0.032141	0.237408	0.218750
Del	19	51785528	53812523	0.189333	0.040599	0.281085	0.187500
Del	19	56752041	58288169	-0.000000	0.010150	0.249515	0.203125
Del	20	345864	6762666	-0.000000	0.001692	0.298538	0.078125
Del	20	6772661	16142333	0.657114	0.079507	0.298538	0.078125
Del	20	19414947	21116302	0.176286	0.038908	0.266349	0.062500
Del	20	21126294	30313203	-0.000000	0.006767	0.294989	0.046875
Del	20	30323100	30926813	-0.000000	0.001692	0.169751	0.015625
Del	20	30936710	31013765	0.104640	0.027066	0.169751	0.015625
Del	20	31023688	35497940	0.138620	0.030450	0.153393	0.031250
Del	20	35507839	36971119	0.099054	0.025375	0.301919	0.046875
Del	20	39657724	39744207	0.073335	0.021991	0.433592	0.046875
Del	20	39751886	40709546	0.161633	0.035524	0.433592	0.046875
Del	20	40719413	41956920	0.127896	0.030450	0.424909	0.062500
Del	20	46251033	55118200	-0.000000	0.001692	0.333503	0.031250
Del	20	55128180	58139634	-0.000000	0.008458	0.333503	0.031250
Del	20	58149099	62327135	-0.000000	0.001692	0.333503	0.031250
Del	21	17798960	36265241	-0.000000	0.001692	0.303903	0.328125
Del	21	36421168	38123817	0.015780	0.015225	0.301839	0.312500
Del	21	38133764	38362539	0.006032	0.013533	0.321215	0.296875
Del	21	38372486	38979239	0.015780	0.015225	0.321215	0.296875
Del	21	38989186	39297536	0.003008	0.013533	0.321215	0.296875
Del	21	39307482	39585992	0.012793	0.015225	0.321215	0.296875
Del	21	39595939	41918958	0.127896	0.028758	0.321215	0.296875
Del	21	42462188	43174436	0.730737	0.084582	0.315168	0.328125
Del	21	43995923	45660694	0.644061	0.077815	0.343185	0.312500
Del	22	19053406	22260854	0.022857	0.016916	0.312823	0.390625
Del	22	22270650	22339221	-0.000000	0.001692	0.302152	0.375000
Del	22	22349017	29404227	-0.000000	0.003383	0.302152	0.375000
Del	22	29414001	32901661	-0.000000	0.011841	0.300456	0.390625
Del	22	32911633	33180859	-0.000000	0.008458	0.328286	0.390625
Del	22	33190830	33260630	-0.000000	0.011841	0.328286	0.390625
Del	22	33270601	33460056	-0.000000	0.008458	0.328286	0.390625
Del	22	33470028	33819025	0.530700	0.071049	0.328286	0.390625
Del	22	33828996	45262157	0.777616	0.089657	0.328286	0.390625
Del	22	45272000	45409802	0.764517	0.087965	0.371663	0.421875
Del	22	45419645	49026453	0.783173	0.089657	0.371663	0.421875
Del	22	49036292	49154366	0.764517	0.087965	0.366319	0.406250
Del	22	49164205	49370834	0.787806	0.089657	0.366319	0.406250
